tipo_del_edificio,edificio,direccin,distrito,clase,unidades,consumo,puesta_en_servicio,potencia_kwp,empresa_instaladora
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,174230,20200301,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,gas,m3,00,20200301,nan,empresa_desconocida
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,bulevar_indalecio_prieto_21_28032_madrid,vicalvaro,energía_activa,kwh,00,20200301,nan,empresa_desconocida
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,bulevar_indalecio_prieto_21_28032_madrid,vicalvaro,gas,m3,00,20200301,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,energía_activa,kwh,00,20200301,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,gas,m3,00,20200301,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_activa,kwh,414590,20200301,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_reactiva,kvarh,85050,20200301,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,energía_activa,kwh,206750,20200301,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,energía_reactiva,kvarh,19490,20200301,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,energía_activa,kwh,331450,20200301,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,energía_reactiva,kvarh,85900,20200301,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,gas,m3,91790,20200301,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,energía_activa,kwh,458690,20200301,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,energía_reactiva,kvarh,27640,20200301,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_cerro_almodóvar,calle_cerro_de_almodovar_9_28007_madrid,villa_de_vallecas,energía_activa,kwh,351920,20200301,nan,empresa_desconocida
deportivo,cdm_cerro_almodóvar,calle_cerro_de_almodovar_9_28007_madrid,villa_de_vallecas,energía_reactiva,kvarh,48590,20200301,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,energía_activa,kwh,207750,20200301,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,energía_reactiva,kvarh,55300,20200301,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,gas,m3,86110,20200301,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,energía_activa,kwh,525820,20200301,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,energía_reactiva,kvarh,8900,20200301,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,energía_activa,kwh,249890,20200301,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,energía_activa,kwh,129270,20200301,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,energía_reactiva,kvarh,8910,20200301,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,gas,m3,63500,20200301,nan,empresa_desconocida
deportivo,cdm_la_elipa,calle_alcalde_garrido_juaristi_17_28030_madrid,moratalaz,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,energía_activa,kwh,774160,20200301,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,87380,20200301,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,energía_activa,kwh,305650,20200301,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,energía_reactiva,kvarh,25740,20200301,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,6350,20200301,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,39330,20200301,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_reactiva,kvarh,15420,20200301,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,energía_activa,kwh,513730,20200301,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,energía_reactiva,kvarh,13210,20200301,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,gas,m3,121420,20200301,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,energía_activa,kwh,160680,20200301,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,energía_reactiva,kvarh,15520,20200301,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,gas,m3,49160,20200301,nan,empresa_desconocida
deportivo,cdm_pueblo_nuevo,calle_francisco_rioja_14_28017_madrid,ciudad_lineal,energía_activa,kwh,151880,20200301,nan,empresa_desconocida
deportivo,cdm_pueblo_nuevo,calle_francisco_rioja_14_28017_madrid,ciudad_lineal,energía_reactiva,kvarh,66040,20200301,nan,empresa_desconocida
deportivo,cdm_pueblo_nuevo,calle_francisco_rioja_14_28017_madrid,ciudad_lineal,gas,m3,36600,20200301,nan,empresa_desconocida
deportivo,cdm_samaranch,paseo_imperial_20_28005_madrid,arganzuela,energía_activa,kwh,535110,20200301,nan,empresa_desconocida
deportivo,cdm_samaranch,paseo_imperial_20_28005_madrid,arganzuela,gas,m3,145110,20200301,nan,empresa_desconocida
deportivo,cdm_san_blas,calle_arcos_de_jalon_59_28037_madrid,san_blas_canillejas,energía_activa,kwh,00,20200301,nan,empresa_desconocida
deportivo,cdm_san_juan_bautista,calle_treviana_1_28043_madrid,ciudad_lineal,energía_activa,kwh,187370,20200301,nan,empresa_desconocida
deportivo,cdm_san_juan_bautista,calle_treviana_1_28043_madrid,ciudad_lineal,energía_reactiva,kvarh,114110,20200301,nan,empresa_desconocida
deportivo,cdm_san_juan_bautista,calle_treviana_1_28043_madrid,ciudad_lineal,gas,m3,00,20200301,nan,empresa_desconocida
deportivo,cdm_vicente_del_bosque,avenida_monforte_de_lemos_13_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20200301,nan,empresa_desconocida
deportivo,cdm_vicente_del_bosque,avenida_monforte_de_lemos_13_28029_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_activa,kwh,283500,20200301,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_reactiva,kvarh,7240,20200301,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,energía_activa,kwh,21880,20200301,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,energía_activa,kwh,70990,20200301,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,energía_reactiva,kvarh,18540,20200301,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,energía_activa,kwh,18220,20200301,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,energía_activa,kwh,34790,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,energía_reactiva,kvarh,10820,20200301,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,energía_activa,kwh,64950,20200301,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,energía_reactiva,kvarh,21490,20200301,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,energía_activa,kwh,00,20200301,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_activa,kwh,209490,20200301,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
mixto,complejo_la_vaguada,avenida_monforte_de_lemos_3840_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,81650,20200301,nan,empresa_desconocida
mixto,complejo_la_vaguada,avenida_monforte_de_lemos_3840_28029_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,26930,20200301,nan,empresa_desconocida
cultural,complejo_sanchinarro,c_princesa_éboli_29,hortaleza,energía_activa,kwh,00,20200301,nan,empresa_desconocida
administrativo,jmd_centro,calle_mayor_72_28013_madrid,centro,gas,m3,00,20200301,nan,empresa_desconocida
administrativo,jmd_fuencarral,avenida_monforte_de_lemos_40_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20200301,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,energía_activa,kwh,265320,20200301,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,energía_reactiva,kvarh,2550,20200301,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,gas,m3,139530,20200301,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,energía_activa,kwh,3330540,20200301,nan,empresa_desconocida
administrativo,sede_ag_hacienda,calle_alcala_45_28014_madrid,centro,energía_activa,kwh,00,20200301,nan,empresa_desconocida
administrativo,sede_ag_hacienda,calle_alcala_45_28014_madrid,centro,energía_reactiva,kvarh,00,20200301,nan,empresa_desconocida
cultural,biblioteca_ana_maría_matute,calle_isaac_albeniz_1_28019_madrid,carabanchel,energía_activa,kwh,73860,20200401,nan,empresa_desconocida
cultural,biblioteca_ana_maría_matute,calle_isaac_albeniz_1_28019_madrid,carabanchel,energía_reactiva,kvarh,150,20200401,nan,empresa_desconocida
cultural,biblioteca_ángel_gonzález,calle_granja_de_torrehermosa_1_28024_madrid,latina,energía_activa,kwh,29540,20200401,nan,empresa_desconocida
cultural,biblioteca_ángel_gonzález,calle_granja_de_torrehermosa_1_28024_madrid,latina,energía_reactiva,kvarh,14310,20200401,nan,empresa_desconocida
cultural,biblioteca_ángel_gonzález,calle_granja_de_torrehermosa_1_28024_madrid,latina,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_eugenio_trías,paseo_fernan_nuñez_24_28009_madrid,retiro,energía_activa,kwh,48230,20200401,nan,empresa_desconocida
cultural,biblioteca_eugenio_trías,paseo_fernan_nuñez_24_28009_madrid,retiro,energía_reactiva,kvarh,00,20200401,nan,empresa_desconocida
cultural,biblioteca_eugenio_trías,paseo_fernan_nuñez_24_28009_madrid,retiro,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,energía_activa,kwh,14310,20200401,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,energía_reactiva,kvarh,80,20200401,nan,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12_28031_madrid,villa_de_vallecas,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,energía_activa,kwh,14260,20200401,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,energía_reactiva,kvarh,600,20200401,nan,empresa_desconocida
cultural,biblioteca_josé_hierro,calle_maria_sevilla_diago_15_28022_madrid,san_blas_canillejas,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,energía_activa,kwh,11670,20200401,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_mario_vargas_llosa,calle_barcelo_4_28004_madrid,centro,energía_activa,kwh,23220,20200401,nan,empresa_desconocida
cultural,biblioteca_mario_vargas_llosa,calle_barcelo_4_28004_madrid,centro,energía_reactiva,kvarh,4260,20200401,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,energía_activa,kwh,30850,20200401,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,energía_reactiva,kvarh,300,20200401,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20200401,nan,empresa_desconocida
cultural,biblioteca_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,gas,m3,00,20200401,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,energía_activa,kwh,25050,20200401,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,energía_reactiva,kvarh,3170,20200401,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,gas,m3,00,20200401,nan,empresa_desconocida
cultural,cc_conde_duque,calle_conde_duque_11_28015_madrid,centro,energía_activa,kwh,1070990,20200401,nan,empresa_desconocida
cultural,cc_conde_duque,calle_conde_duque_11_28015_madrid,centro,energía_reactiva,kvarh,4410,20200401,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,148370,20200401,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,gas,m3,00,20200401,nan,empresa_desconocida
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,bulevar_indalecio_prieto_21_28032_madrid,vicalvaro,energía_activa,kwh,00,20200401,nan,empresa_desconocida
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,bulevar_indalecio_prieto_21_28032_madrid,vicalvaro,gas,m3,00,20200401,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,energía_activa,kwh,00,20200401,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,gas,m3,00,20200401,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_activa,kwh,187020,20200401,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_reactiva,kvarh,64100,20200401,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,energía_activa,kwh,118440,20200401,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,energía_reactiva,kvarh,6460,20200401,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,energía_activa,kwh,117610,20200401,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,energía_reactiva,kvarh,41930,20200401,nan,empresa_desconocida
deportivo,cdm_ángel_nieto_puente_de_vallecas,calle_payaso_fofo_7_28018_madrid,puente_de_vallecas,gas,m3,32180,20200401,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,energía_activa,kwh,286160,20200401,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,energía_reactiva,kvarh,39980,20200401,nan,empresa_desconocida
deportivo,cdm_barajas,avenida_logroño_70_28042_madrid,barajas,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_cerro_almodóvar,calle_cerro_de_almodovar_9_28007_madrid,villa_de_vallecas,energía_activa,kwh,244790,20200401,nan,empresa_desconocida
deportivo,cdm_cerro_almodóvar,calle_cerro_de_almodovar_9_28007_madrid,villa_de_vallecas,energía_reactiva,kvarh,32210,20200401,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,energía_activa,kwh,24110,20200401,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,energía_reactiva,kvarh,00,20200401,nan,empresa_desconocida
deportivo,cdm_concepción,calle_jose_del_hierro_5_28027_madrid,ciudad_lineal,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,energía_activa,kwh,409450,20200401,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,energía_reactiva,kvarh,10,20200401,nan,empresa_desconocida
deportivo,cdm_faustina_valladolid_valdebernardo,calle_ladera_de_los_almendros_2_28032_madrid,vicalvaro,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,energía_activa,kwh,211280,20200401,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,energía_activa,kwh,29730,20200401,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,energía_reactiva,kvarh,630,20200401,nan,empresa_desconocida
deportivo,cdm_hortaleza,carretera_estacion_de_hortaleza_11_28033_madrid,hortaleza,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_la_elipa,calle_alcalde_garrido_juaristi_17_28030_madrid,moratalaz,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,energía_activa,kwh,757800,20200401,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,00,20200401,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,energía_activa,kwh,241190,20200401,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,energía_reactiva,kvarh,17840,20200401,nan,empresa_desconocida
deportivo,cdm_luis_aragonés,calle_el_provencio_20_28043_madrid,hortaleza,gas,m3,00,20200401,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,1680,20200401,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,7690,20200401,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_reactiva,kvarh,00,20200401,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_reactiva,kvarh,51260,20200401,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,energía_activa,kwh,372580,20200401,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,energía_reactiva,kvarh,5350,20200401,nan,empresa_desconocida
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7_28021_madrid,villaverde,gas,m3,96110,20200401,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,energía_activa,kwh,26840,20200401,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,energía_reactiva,kvarh,9420,20200401,nan,empresa_desconocida
deportivo,cdm_playa_victoria,calle_hierbabuena_2_28039_madrid,tetuan,gas,m3,00,20200401,nan,empresa_desconocida
