Número,Código Ayto,Centro,Dirección,Coordenada-X,Coordenada-Y,Latitud,Longitud,Superficie (m2),Uso del edificio,Adscripción,Distrito,Potencia KWp,Empresa instaladora,Puesta en servicio
,,CMM EL ALMENDRO/ CSS VALDEBERARDO,,447057.0,4472576.0,40.4021030238157,-3.62391894122114,,social,,VicÃ¡lvaro,,PECSA,2018-10-24
,,EI SABINA (MORATALAZ),,446468.0,4472964.0,40.405577,-3.630877,,educativo,,Moratalaz,,CYOPSA,
,,CDM MORATALAZ,,446331.0,4472220.0,40.3988585457233,-3.63243229021453,8104.0,deportivo,,Moratalaz,,FERROVIAL,2019-03-08
,,CSS RETIRO Y APARTAMENTOS TUTELADOS ,,443346.0,4473992.0,40.4146148994401,-3.66777459044681,,social,,Retiro,,OHL,2019-03-25
,,CEIP ESCUELAS AGUIRRE,,442787.0,4473989.0,40.4145497024899,-3.67435086047564,,educativo,,Retiro,,OHL,2019-03-03
,,CEIP JOSE CALVO SOTELO,,442826.0,4472467.0,40.4008413126834,-3.6737662524006702,,educativo,,Retiro,,OHL,2019-03-03
,,CEIP CIUDAD DE ROMA,,443564.0,4474129.0,40.4158639493011,-3.66520562618556,,educativo,,Retiro,,OHL,2019-03-03
,,CMM LA ESTRELLA - CARMEN MARTÃN GAITE,,443476.0,4473852.0,40.4133787186389,-3.66620904783224,,social,,Retiro,,,2016-10-26
,,CMM/CENTRO DIA/CSS LA GUINDALERA,,443247.0,4476088.0,40.4334991005029,-3.6691167784691694,,social,,Salamanca,,FERROVIAL,2018-09-20
,,CC BUENAVISTA Y BIBLIOTECA DAVID GISTAU,,443092.0,4475923.0,40.4320021057146,-3.67092933307802,,cultural,,Salamanca,,FERROVIAL,2018-11-13
,,CC JOSE LUIS LÃPEZ VÃZQUEZ,,451431.0,4477509.0,40.4468185923002,-3.57274116382091,,cultural,,San Blas Canillejas,,DRAGADOS,2018-11-19
,,JMD SAN BLAS - CANILLEJAS,,448295.0,4476161.0,40.4344858647358,-3.6096102461466,,administrativo,,San Blas Canillejas,,DRAGADOS,2019-03-07
,,CDM ANTONIO DÃAZ MIGUEL,,441058.0,4480296.0,40.4712542658614,-3.69532569789638,,deportivo,,TetuÃ¡n,,,2018-01-15
,,CC EDUARDO ÃRCULO Y BIBLIOTECA MARÃA ZAMBRANO,,440857.0,4480052.0,40.4690329914409,-3.69766200679649,,cultural,,TetuÃ¡n,,FERROVIAL,2018-11-12
,,CSS SAN FILIBERTO,,439298.0,4470826.0,40.3858176778342,-3.71518188811652,,social,,Usera,,AURA,2018-03-05
,,CMM ORCASUR,,440559.0,4468845.0,40.3680537472289,-3.70012965685136,,social,,Usera,,AURA,2018-02-19
,,CC ORCASUR Y BIBLIOTECA GABRIEL GARCÃA MÃRQUEZ,,440472.0,4468702.0,40.3667683247534,-3.7011410630838,,cultural,,Usera,,AURA,2018-10-16
,,JMD USERA,,439670.0,4470445.0,40.3824125300917,-3.7107515747822304,,administrativo,,Usera,,AURA,2018-12-14
,,CDM ORCASUR,,440727.0,4469292.0,40.3702199337385,-3.69946890060774,,deportivo,,Usera,,AURA,2019-02-14
,,EI PENSAMIENTO (MIRASIERRA),,448843.0,4473366.0,40.409341,-3.602926,,educativo,,Usera,,IMESAPI,2019-01-03
,,CDM VICÃLVARO (MARGOT MOLÃS),,448815.0,4473344.0,40.409140618584,-3.60326473285039,6856.0,deportivo,,VicÃ¡lvaro,,ELECTOSA ,2018-05-09
,,CC VALDEBERNARDO Y BIBLIOTECA FRANCISCO AYALA,,447278.0,4472321.0,40.399828914104,-3.62128189057037,3200.0,cultural,,VicÃ¡lvaro,,PECSA,2018-11-12
,,CC EL MADROÃO Y BIBLIOTECA VICÃLVARO,,448357.0,4472920.0,40.405292721436,-3.6086161200017104,2452.0,cultural,,VicÃ¡lvaro,,PECSA,2018-11-12
,,JMD VICÃLVARO,,448578.0,4472583.0,40.4022704797848,-3.6059845330840705,1674.0,administrativo,,VicÃ¡lvaro,,PECSA,2018-11-12
,,CSS PUERTO DE LAS PILAS,,447222.0,4469088.0,40.370701,-3.621679,1021.0,social,,Villa de Vallecas,,PECSA,2018-11-12
,,CMM VILLA DE VALLECAS ,,447264.0,4469823.0,40.3773243810878,-3.6212400484216896,815.0,social,,Villa de Vallecas,,PECSA,2018-11-16
,,JMD VILLA DE VALLECAS,,447248.0,4469998.0,40.3788998244401,-3.6214547858699,3290.0,administrativo,,Villa de Vallecas,,PECSA,2018-11-16
,,CDM FÃLIX RUBIO,,441281.0,4467659.0,40.3574296786752,-3.69152880469694,,deportivo,,Villaverde,,AURA,2018-03-07
,,CC MARCONI,,440472.0,4465148.0,40.334751832113696,-3.70080956092159,,cultural,,Villaverde,,AURA,2018-02-19
,,CC NUEVO ROSALES,,442482.0,4466908.0,40.3507479743351,-3.67730644219692,,cultural,,Villaverde,,AURA,2018-03-05
,,CC BOHEMIOS,,441066.0,4467547.0,40.3563965425188,-3.69405018466108,,cultural,,Villaverde,,AURA,2018-02-19
,,JMD VILLAVERDE,,439603.0,4466726.0,40.3488958485546,-3.71120030905872,,administrativo,,Villaverde,,AURA,2018-11-12
,,CDM EL ESPINILLO,,441698.0,4467536.0,40.3563419399193,-3.68659514182063,,deportivo,,Villaverde,,AURA,2020-01-29
,,EI MAMUT  (BUTARQUE),,442483.0,4465459.0,40.337689,-3.677163,,educativo,,Villaverde,,UGARTE,2019-01-03
,,PARQUE BOMBEROS NÂº 8,,444572.0,4471763.0,40.3946173183705,-3.6531308970881295,,seguridad,,Puente de Vallecas,,FERROVIAL,2019-10-18
,,CAF-2 y Casa de NiÃ±os (antes CC RubÃ©n DarÃ­o) ,,444896.0,4479194.0,40.461589,-3.649947,,mixto,,Hortaleza,,SAVEFFI,2020-03-25
,,EI PLÃYADES,,447428.0,4482921.0,40.4953303405269,-3.62038557307297,,educativo,,Hortaleza,,,
,,CMM ANTONIO MINGOTE (VALLEHERMOSO),,439883.0,4476241.0,40.434646,-3.708785,,social,,ChamberÃ­,,SAVEFFI,2020-07-07
,,BIBLIOTECA GERARDO DIEGO,,447138.0,4469889.0,40.3779019624043,-3.6227296605039503,,cultural,,Villa de Vallecas,,ACCIONA,2020-11-20
,,BIBLIOTECA MANUEL VÃZQUEZ MONTALBÃN,,439742.0,4478747.0,40.457184075958224,-3.7107292315735902,,cultural,,TetuÃ¡n,,ACCIONA,2020-12-03
,,CDM PLATA Y CASTAÃAR,,439040.0,4466852.0,40.3499899734807,-3.71784130732028,,deportivo,,Villaverde ,,ACCIONA,2022-05-13
,,BIBLIOTECA MUNICIPAL BARRIO DE SAN FERMÃN,,441246.0,4469170.0,40.371038706146415,-3.6925563084154094,,cultural,,Usera,,,2022-02-01
,,CDM JOSE MARIA CAGIGAL,,437491.0,4475985.0,40.4321495534278,-3.7369645992831297,,deportivo,,Moncloa Aravaca,,SAVEFFI,2020-12-16
,,CEIP SAN JUAN DE LA CRUZ,,442495.0,4479193.0,40.4595373759822,-3.67954186336266,,educativo,,ChamartÃ­n,,,2020-11-10
,,CEIP ARQUITECTO GAUDÃ,,443279.0,4479632.0,40.4654182810019,-3.66906777282054,,educativo,,ChamartÃ­n,,,2020-11-10
,,CEIP ISAAC ALBÃNIZ,,443272.0,4479500.0,40.4642287544101,-3.66912674105744,,educativo,,ChamartÃ­n,,,2020-11-17
,,CEIP PADRE POVEDA,,443380.0,4478055.0,40.4512188749858,-3.6677240367753106,,educativo,,ChamartÃ­n,,,2020-11-10
,,CSC OPORTO,,438232.0,4470949.0,40.3868474412412,-3.72774032674395,,social,,Carabanchel,,ACCIONA FACILITY SERVICES,2021-11-10
,,CSS PABLO CASALS,,447439.0,4475240.0,40.426126275975,-3.61962582945766,,social,,San Blas Canillejas,,,2022-09-29
,,EI PARQUE INGENIEROS,,440213.0,4467439.0,40.35536909956173,-3.704068831577452,,educativo,,Villaverde,,,2020-11-10
,,UID MONCLOA-ARAVACA,,438135.0,4475651.0,40.42921628449648,-3.729571273483944,,seguridad,,Moncloa Aravaca,,FERROVIAL,2021-01-04
,,IDB ORCASITAS,,439613.0,4468757.0,40.36719728504001,-3.711260959329783,,deportivo ,,Usera,,EXTRACO CONSTRUCCIONS E PROXECTOS SA (subontrata Servipack Mantenimientos Industriales),
,,CENTRO ACOGIDA SAN ISIDRO,,438682.0,4475287.0,40.42596,-3.72286,,social,,Moncloa Aravaca,,,2020-11-10
,,CDM SAN BLAS,,448173.0,4475549.0,40.4289614183123,-3.61100219489644,,deportivo,,San Blas Canillejas,,,2021-04-28
,,UID HORTALEZA,,445584.0,4480019.0,40.4690662268373,-3.64190037358966,,seguridad,,Hortaleza,,AURA,2021-08-12
,,CDM JUAN DE DIOS ROMÃN,,448935.0,4468432.0,40.3648918241858,-3.601441011212612,,deportivo,,Villa de Vallecas,,FERROVIAL,2021-10-01
,,BIBLIOTECA ÃNGEL GONZALEZ,,434954.0,4472113.0,40.397074625115906,-3.7664885474841503,,cultural,,LATINA,20.0,ORTIZ,2019-07-31
,,BIBLIOTECA IVÃN DE VARGAS,,439775.0,4473962.0,40.4141029084466,-3.70985912127358,,cultural,,CENTRO,3.0,ORTIZ,2019-07-24
,,BIBLIOTECA EUGENIO TRIAS (CASA FIERAS),,442345.0,4474221.0,40.4166091081099,-3.67959303680348,,cultural,,RETIRO,,ORTIZ,2019-07-24
,,PLANETARIO,,441830.0,4471375.0,40.3909440818148,-3.68539115543989,3062.0,cultural,,ARGANZUELA,25.0,FULTON,2019-09-13
,,MADRID EMPRENDE,,436689.0,4468938.0,40.368615544135,-3.74573026512817,,administrativo,,CARABANCHEL,10.0,,
,,NAVE BOETTICHER,,440849.0,4466524.0,40.347177,-3.696499,,administrativo,,VILLAVERDE,5.0,ETRALUX,
,,OFICINA ECONOMIA SOCIAL-PROYECTO MARES ALBERTO PALACIOS,,439657.0,4466414.0,40.346099,-3.710522,,administrativo,,VILLAVERDE,7.0,AURA,2019-01-15
,,AULA DE LA NATURALEZA DEHESA DE LA VILLA,,439102.0,4478967.0,40.4591410411634,-3.71827056367926,,medioambiental,,MONCLOA - ARAVACA,,,2008-08-13
,,VIVERO MUNICIPAL DE ESTUFAS DEL RETIRO,,441779.0,4473428.0,40.4094350327911,-3.68617978009932,,medioambiental,,RETIRO,5.0,,
,,VIVERO MUNICIPAL DE MIGAS CALIENTES,,437394.0,4476508.0,40.4368625714704,-3.73817152304904,,medioambiental,,MONCLOA - ARAVACA,,,
,,ROSALEDA DEL PARQUE DEL OESTE,,438775.0,4475363.0,40.426646,-3.721771,,medioambiental,,MONCLOA - ARAVACA,5.0,,
,,ALMACÃN DE LA VILLA,,449323.0,4471841.0,40.395628,-3.597144,,almacÃ©n,,VICALVARO,,SAVEFFI,2020-03-27
,,BASE SAMUR NÂº 14 FUERTE DE NAVIDAD,,435024.0,4470233.0,40.380148,-3.765466,,sanitario,,LATINA,6.0,AURA,2018-02-14
,,CENTRO PROTECCIÃN ANIMAL,,433934.0,4468399.0,40.3635463096433,-3.77811006728668,,sanitario,,LATINA,,POWEN,2018-06-21
,,BASE SAMUR NÂº 02 SAN BERNARDO/ CENTRO INTEGRAL EMERGENCIAS,,440066.0,4475362.0,40.4267358311415,-3.70654962226942,,seguridad,,CENTRO,5.0,AURA,2020-02-14
,,PARQUE DE BOMBEROS NÂº 7,,447796.0,4475482.0,40.4283288391741,-3.6154373664644304,,seguridad,,SAN BLAS - CANILLEJAS,35.0,FERROVIAL,2018-02-13
,,PARQUE DE BOMBEROS NÂº 11,,443623.0,4480593.0,40.4740988954065,-3.66508396658848,,seguridad,,HORTALEZA,25.0,FERROVIAL,2019-10-01
,,CSS JOSÃ VILLARREAL (ARGANZUELA),,440953.0,4471932.0,40.3940185448828,-3.69705214496161,,social,,ARGANZUELA,17.0,,2008-09-29
,,EI LA MELONERA ,,442243.0,4471700.0,40.3939029832483,-3.68055149170835,,educativo,,ARGANZUELA,,IMESAPI,2019-05-07
,,CDM MARQUÃS DE SAMARANCH,,439131.0,4473248.0,40.4076150141064,-3.7173807221939104,11523.0,deportivo,,ARGANZUELA,90.0,EULEN,2019-02-12
,,CDI ARGANZUELA,,440979.0,4472617.0,40.4020727986286,-3.6955325387824,12470.0,mixto,,ARGANZUELA,90.0,EULEN,2019-03-10
,,CDM ARGANZUELA LA FUNDI,,441329.0,4471761.0,40.394377158851,-3.6913410601461,,deportivo,,ARGANZUELA,10.0,,2020-02-28
,,CC Y BIBLIOTECA GLORIA FUERTES,,449666.0,4479054.0,40.4606228353796,-3.59368776573359,,cultural,,BARAJAS,,DRAGADOS,2019-12-14
,,CMM ACUARIO,,450862.0,4480620.0,40.474801968086496,-3.57969145174686,,social,,BARAJAS,,EULEN,2019-04-01
,,CC SAN FRANCISCO LA PRENSA,,437044.0,4469856.0,40.3769031921739,-3.74163973555209,,cultural,,CARABANCHEL,5.0,,2008-09-29
,,CSC GARCÃA LORCA,,436243.0,4469562.0,40.3742029001021,-3.75103374498486,,cultural,,CARABANCHEL,3.0,AURA,2018-09-25
,,CDM PUERTA BONITA (ANTIGUO CANÃDROMO),,437604.0,4472194.0,40.3980160845768,-3.7352725040539503,,deportivo,,CARABANCHEL,3.0,AURA,2019-03-07
,,CEIP /EIM FERNANDO EL CATÃLICO,,439802.0,4476182.0,40.4341036895304,-3.70973929433482,,educativo,,CHAMBERI,,EULEN,2019-12-14
,,"JMD CIUDAD LINEAL (CMM, CC, BIBLIOTECA)",,445975.0,4476345.0,40.4359959748431,-3.6369774916267,7239.0,mixto,,CIUDAD LINEAL,25.0,PECSA,2018-10-24
,,"CENTRO DE DÃA Y DE MAYORES ASCAO/
BIBLIOTECA PABLO NERUDA",,445600.0,4475637.0,40.4295843942338,-3.6413497414718705,3542.0,mixto,,CIUDAD LINEAL,,PECSA,2018-01-21
,,CC LA ELIPA Y CSS SANTA FELICIDAD,,444825.0,4475074.0,40.4244706080435,-3.6504253324201104,2380.0,mixto,,CIUDAD LINEAL,15.0,PECSA,2018-08-22
,,CC Y CMM SAN JUAN BAUTISTA,,444202.0,4478162.0,40.4522473796527,-3.6580402287911906,2167.0,mixto,,CIUDAD LINEAL,25.0,PECSA,2018-01-21
,,CMM Y CSS LUIS VIVES,,446786.0,4475211.0,40.4239607645562,-3.62858860100972,1378.0,social,,CIUDAD LINEAL,,PECSA,2018-01-21
,,CMM / CC / BIBILIO LA ELIPA (ANTES ISLAS FILIPINAS),,444814.0,4475167.0,40.4234265908421,-3.65184164138948,2250.0,social,,CIUDAD LINEAL,15.0,PECSA,2018-10-24
,,CSS SAN VICENTE DE PAUL,,439255.0,4480448.0,40.4724846268841,-3.71660783300847,,social,,FUENCARRAL - EL PARDO,,AVELSA (Avance Electrico S.L) ,2018-09-01
,,EI ELENA FORTÃN (MONTECARMELO),,441162.0,4484225.0,40.506657,-3.694447,,educativo,,FUENCARRAL - EL PARDO,,ORTHEM,2019-03-07
,,CDM VICENTE DEL BOSQUE,,441216.0,4481146.0,40.4789135943213,-3.69354065974728,7507.0,deportivo,,FUENCARRAL - EL PARDO,50.0,Ortiz,2019-05-28
,,CDM LA MASÃ,,439451.0,4481771.0,40.4844259993208,-3.71442225647198,8469.0,deportivo,,FUENCARRAL - EL PARDO,7.0,DRAGADOS,2019-12-11
,,EI EL FRESNO,,438637.0,4482886.0,40.494405,-3.724127,,educativo,,FUENCARRAL - EL PARDO,,,2019-04-26
,,EI POETA GLORIA FUERTES (LAS TABLAS),,442700.0,4484024.0,40.504951,-3.676283,,educativo,,FUENCARRAL - EL PARDO,,CONDISA,2019-02-12
,,CDM LUIS ARAGONÃS,,446795.0,4479520.0,40.4646509480538,-3.62758771450258,5588.0,deportivo,,HORTALEZA,,DRAGADOS,2018-11-15
,,CC SANCHINARRO Y BIBLIOTECA MARÃA LEJÃRRAGA,,444469.0,4482391.0,40.4903531015737,-3.65526174471725,,cultural,,HORTALEZA,20.0,DRAGADOS,2019-02-22
,,JMD HORTALEZA,,444286.0,4479355.0,40.462991140169,-3.65715427699194,,administrativo,,HORTALEZA,,DRAGADOS,2019-03-07
,,CC FEDERICO CHUECA ,,444847.0,4479572.0,40.46498334634,-3.65056826658469,,cultural,,HORTALEZA,,DRAGADOS,2018-11-19
,,JMD LATINA,,435041.0,4470644.0,40.3838571804374,-3.76530195937242,,administrativo,,LATINA,27.0,AURA,2018-11-22
,,CDM LAS CRUCES ,,435779.0,4470115.0,40.379148937377295,-3.75655476241196,,deportivo,,LATINA,17.0,FERROVIAL,2019-02-08
,,CENTRO DE DÃA GERTRUDIS DE LA FUENTE,,437062.0,4472332.0,40.3992228218455,-3.74165624171805,,social,,LATINA,50.0,AURA,2019-05-25
,,CENTRO DE ACOGIDA MUNICIPAL PUERTA ABIERTA,,434109.0,4468407.0,40.3636232165702,-3.77604986037844,,social,,LATINA,12.0,,2016-08-08
,,CDM GALLUR,,437595.0,4472245.0,40.398465832065,-3.73538345068692,6305.0,deportivo,,LATINA,20.0,AURA,2020-02-19
,,EI BOLA DE CRISTAL (VALDEZARZA),,439360.0,4479933.0,40.467857,-3.715308,,educativo,,MONCLOA - ARAVACA,6.0,CYOPSA,2018-12-06
,,IDM LA BOMBILLA,,437798.0,4476478.0,40.436623,-3.733391,,deportivo,,MONCLOA - ARAVACA,12.0,CONDISA (grupo Ortiz),2019-01-23
,,CC EDUARDO CHILLIDA Y BIBLIOTECA MIGUEL DELIBES,,444577.0,4473403.0,40.4093917367651,-3.65321477735933,,cultural,,MORATALAZ,10.0,PECSA,2018-10-24
,,CMM EL ALMENDRO/ CSS VALDEBERARDO,,447057.0,4472576.0,40.4021030238157,-3.62391894122114,,social,,VICALVARO,,PECSA,2018-10-24
,,EI SABINA (MORATALAZ),,446468.0,4472964.0,40.405577,-3.630877,,educativo,,MORATALAZ,6.0,CYOPSA,
,,CDM MORATALAZ,,446331.0,4472220.0,40.3988585457233,-3.63243229021453,8104.0,deportivo,,MORATALAZ,40.0,FERROVIAL,2019-03-08
,,CSS RETIRO Y APARTAMENTOS TUTELADOS ,,443346.0,4473992.0,40.4146148994401,-3.66777459044681,,social,,RETIRO,,OHL,2019-03-25
,,CEIP ESCUELAS AGUIRRE,,442787.0,4473989.0,40.4145497024899,-3.67435086047564,,educativo,,RETIRO,7.0,OHL,2019-03-03
,,CEIP JOSE CALVO SOTELO,,442826.0,4472467.0,40.4008413126834,-3.6737662524006702,,educativo,,RETIRO,7.0,OHL,2019-03-03
,,CEIP CIUDAD DE ROMA,,443564.0,4474129.0,40.4158639493011,-3.66520562618556,,educativo,,RETIRO,40.0,OHL,2019-03-03
,,CMM LA ESTRELLA - CARMEN MARTÃN GAITE,,443476.0,4473852.0,40.4133787186389,-3.66620904783224,,social,,RETIRO,,,2016-10-26
,,CMM/CENTRO DIA/CSS LA GUINDALERA,,443247.0,4476088.0,40.4334991005029,-3.6691167784691694,,social,,SALAMANCA,,FERROVIAL,2018-09-20
,,CC BUENAVISTA Y BIBLIOTECA DAVID GISTAU,,443092.0,4475923.0,40.4320021057146,-3.67092933307802,,cultural,,SALAMANCA,,FERROVIAL,2018-11-13
,,CC JOSE LUIS LÃPEZ VÃZQUEZ,,451431.0,4477509.0,40.4468185923002,-3.57274116382091,,cultural,,SAN BLAS - CANILLEJAS,,DRAGADOS,2018-11-19
,,JMD SAN BLAS - CANILLEJAS,,448295.0,4476161.0,40.4344858647358,-3.6096102461466,,administrativo,,SAN BLAS - CANILLEJAS,,DRAGADOS,2019-03-07
,,CDM ANTONIO DÃAZ MIGUEL,,441058.0,4480296.0,40.4712542658614,-3.69532569789638,,deportivo,,TETUAN,25.0,,2018-01-15
,,CC EDUARDO ÃRCULO Y BIBLIOTECA MARÃA ZAMBRANO,,440857.0,4480052.0,40.4690329914409,-3.69766200679649,,cultural,,TETUAN,,FERROVIAL,2018-11-12
,,CSS SAN FILIBERTO,,439298.0,4470826.0,40.3858176778342,-3.71518188811652,,social,,USERA,,AURA,2018-03-05
,,CMM ORCASUR,,440559.0,4468845.0,40.3680537472289,-3.70012965685136,,social,,USERA,,AURA,2018-02-19
,,CC ORCASUR Y BIBLIOTECA GABRIEL GARCÃA MÃRQUEZ,,440472.0,4468702.0,40.3667683247534,-3.7011410630838,,cultural,,USERA,30.0,AURA,2018-10-16
,,JMD USERA,,439670.0,4470445.0,40.3824125300917,-3.7107515747822304,,administrativo,,USERA,5.0,AURA,2018-12-14
,,CDM ORCASUR,,440727.0,4469292.0,40.3702199337385,-3.69946890060774,,deportivo,,USERA,,AURA,2019-02-14
,,EI PENSAMIENTO (MIRASIERRA),,448843.0,4473366.0,40.409341,-3.602926,,educativo,,USERA,,IMESAPI,2019-01-03
,,CDM VICÃLVARO (MARGOT MOLÃS),,448815.0,4473344.0,40.409140618584,-3.60326473285039,6856.0,deportivo,,VICALVARO,,ELECTOSA ,2018-05-09
,,CC VALDEBERNARDO Y BIBLIOTECA FRANCISCO AYALA,,447278.0,4472321.0,40.399828914104,-3.62128189057037,3200.0,cultural,,VICALVARO,,PECSA,2018-11-12
,,CC EL MADROÃO Y BIBLIOTECA VICÃLVARO,,448357.0,4472920.0,40.405292721436,-3.6086161200017104,2452.0,cultural,,VICALVARO,,PECSA,2018-11-12
,,JMD VICÃLVARO,,448578.0,4472583.0,40.4022704797848,-3.6059845330840705,1674.0,administrativo,,VICALVARO,,PECSA,2018-11-12
,,CSS PUERTO DE LAS PILAS,,447222.0,4469088.0,40.370701,-3.621679,1021.0,social,,VILLA DE VALLECAS,20.0,PECSA,2018-11-12
,,CMM VILLA DE VALLECAS ,,447264.0,4469823.0,40.3773243810878,-3.6212400484216896,815.0,social,,VILLA DE VALLECAS,6.0,PECSA,2018-11-16
,,JMD VILLA DE VALLECAS,,447248.0,4469998.0,40.3788998244401,-3.6214547858699,3290.0,administrativo,,VILLA DE VALLECAS,,PECSA,2018-11-16
,,CDM FÃLIX RUBIO,,441281.0,4467659.0,40.3574296786752,-3.69152880469694,,deportivo,,VILLAVERDE,,AURA,2018-03-07
,,CC MARCONI,,440472.0,4465148.0,40.334751832113696,-3.70080956092159,,cultural,,VILLAVERDE,10.0,AURA,2018-02-19
,,CC NUEVO ROSALES,,442482.0,4466908.0,40.3507479743351,-3.67730644219692,,cultural,,VILLAVERDE,20.0,AURA,2018-03-05
,,CC BOHEMIOS,,441066.0,4467547.0,40.3563965425188,-3.69405018466108,,cultural,,VILLAVERDE,10.0,AURA,2018-02-19
,,JMD VILLAVERDE,,439603.0,4466726.0,40.3488958485546,-3.71120030905872,,administrativo,,VILLAVERDE,,AURA,2018-11-12
,,CDM EL ESPINILLO,,441698.0,4467536.0,40.3563419399193,-3.68659514182063,,deportivo,,VILLAVERDE,10.0,AURA,2020-01-29
,,EI MAMUT  (BUTARQUE),,442483.0,4465459.0,40.337689,-3.677163,,educativo,,VILLAVERDE,5.0,UGARTE,2019-01-03
,,PARQUE BOMBEROS NÂº 8,,444572.0,4471763.0,40.3946173183705,-3.6531308970881295,,seguridad,,PUENTE DE VALLECAS,40.0,FERROVIAL,2019-10-18
,,CAF-2 y Casa de NiÃ±os (antes CC RubÃ©n DarÃ­o) ,,444896.0,4479194.0,40.461589,-3.649947,,mixto,,HORTALEZA,9.0,SAVEFFI,2020-03-25
,,EI PLÃYADES,,447428.0,4482921.0,40.4953303405269,-3.62038557307297,,educativo,,HORTALEZA,,,
,,CMM ANTONIO MINGOTE (VALLEHERMOSO),,439883.0,4476241.0,40.434646,-3.708785,,social,,CHAMBERI,5.0,SAVEFFI,2020-07-07
,,BIBLIOTECA GERARDO DIEGO,,447138.0,4469889.0,40.3779019624043,-3.6227296605039503,,cultural,,VILLA DE VALLECAS,,ACCIONA,2020-11-20
,,BIBLIOTECA MANUEL VÃZQUEZ MONTALBÃN,,439742.0,4478747.0,40.45704133252698,-3.71060051865242,,cultural,,TETUAN,15.0,ACCIONA,2020-12-03
,,CDM PLATA Y CASTAÃAR,,439040.0,4466852.0,40.3499899734807,-3.71784130732028,,deportivo,,VILLAVERDE,75.0,ACCIONA,2022-05-13
,,BIBLIOTECA MUNICIPAL BARRIO DE SAN FERMÃN,,441246.0,4469170.0,40.371038706146415,-3.6925563084154094,,cultural,,USERA,15.0,,2022-02-01
,,CDM JOSE MARIA CAGIGAL,,437491.0,4475985.0,40.4321495534278,-3.7369645992831297,,deportivo,,MONCLOA - ARAVACA,30.0,SAVEFFI,2020-12-16
,,CDM LA CONCEPCION,,445003.0,4476493.0,40.4372565204725,-3.6484498132292,,deportivo,,CIUDAD LINEAL,20.0,,
,,CDM PRADILLO,,443049.0,4477822.0,40.4491062262673,-3.67161827700941,,deportivo,,CHAMARTIN,90.0,,2023-05-25
,,CDM SAN JUAN BAUTISTA,,444154.0,4477763.0,40.4486497631605,-3.65857117974668,,deportivo,,CIUDAD LINEAL,10.0,,2020-06-04
,,CEIP SAN JUAN DE LA CRUZ,,442495.0,4479193.0,40.4595373759822,-3.67954186336266,,educativo,,CHAMARTIN,,,2020-11-10
,,CEIP ARQUITECTO GAUDÃ,,443279.0,4479632.0,40.4654182810019,-3.66906777282054,,educativo,,CHAMARTIN,25.0,,2020-11-10
,,CEIP ISAAC ALBÃNIZ,,443272.0,4479500.0,40.4642287544101,-3.66912674105744,,educativo,,CHAMARTIN,,,2020-11-17
,,CEIP PADRE POVEDA,,443380.0,4478055.0,40.4512188749858,-3.6677240367753106,,educativo,,CHAMARTIN,25.0,,2020-11-10
,,CMS VILLAVERDE,,444759.4,4474978.7,40.359634418857205,-3.690036112299879,,social,,VILLAVERDE,11.0,,2022-12-01
,,CSC OPORTO,,438232.0,4470949.0,40.3868474412412,-3.72774032674395,,social,,CARABANCHEL,15.0,ACCIONA FACILITY SERVICES,2021-11-10
,,CSS PABLO CASALS,,447439.0,4475240.0,40.426126275975,-3.61962582945766,,social,,SAN BLAS - CANILLEJAS,,,2022-09-29
,,EDIFICACIÃN ANEXO AL ESCENARIO DEL AUDITORIO CERRO ALMODOVAR,,436729.8,4471819.9,40.39457875368306,-3.745524047839076,,cultural,,LATINA,4.0,No conocen cual es la instaladora( podrÃ­a ser AURA ya que la constructora que es FDEZ MOLINA trabaja con ellos),2023-09-30
,,EI PARQUE INGENIEROS,,440213.0,4467439.0,40.35536909956173,-3.704068831577452,,educativo,,VILLAVERDE,5.0,,2020-11-10
,,SEDE CENTRAL MADRID SALUD,,443649.9,4473080.1,40.406428313755335,-3.6641000254946223,,administrativo,,RETIRO,7.0,,2022-12-01
,,UID MONCLOA-ARAVACA,,438135.0,4475651.0,40.42921628449648,-3.729571273483944,,seguridad,,MONCLOA - ARAVACA,5.0,FERROVIAL,2021-01-04
,,IDB ORCASITAS,,439613.0,4468757.0,40.36719728504001,-3.711260959329783,,deportivo,,USERA,,EXTRACO CONSTRUCCIONS E PROXECTOS SA (subontrata Servipack Mantenimientos Industriales),
,,CENTRO ACOGIDA SAN ISIDRO,,438682.0,4475287.0,40.42596,-3.72286,,social,,MONCLOA - ARAVACA,,,2020-11-10
,,CDM FAUSTINA VALLADOLID,,447145.0,4472806.0,40.4041896105729,-3.62290114486319,,deportivo,,VICALVARO,100.0,ACCIONA FACILITY SERVICES,2022-01-25
,,CDM SAN BLAS,,448173.0,4475549.0,40.4289614183123,-3.61100219489644,,deportivo,,SAN BLAS - CANILLEJAS,35.0,,2021-04-28
,,UID HORTALEZA,,445584.0,4480019.0,40.4690662268373,-3.64190037358966,,seguridad,,HORTALEZA,,AURA,2021-08-12
,,CDM JUAN DE DIOS ROMÃN,,448935.0,4468432.0,40.3648918241858,-3.601441011212612,,deportivo,,VILLA DE VALLECAS,30.0,FERROVIAL,2021-10-01
,,BIBLIOTECA ANA MARIA MATUTE,,439024.6,4478929.1,40.39795300213711,-3.7191675514211457,,cultural,,CARABANCHEL,10.0,SAVEFFI,2022-12-31
