tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Tetuán,"CALLE BRAVO MURILLO, 357 28020 MADRID",TETUAN,Energía activa,kWh,5922.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Tetuán,"CALLE BRAVO MURILLO, 357 28020 MADRID",TETUAN,Energía Reactiva,kvarh,6.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Tetuán,"CALLE BRAVO MURILLO, 357 28020 MADRID",TETUAN,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Usera,"AVENIDA RAFAELA YBARRA, 41 28026 MADRID",USERA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Usera,"AVENIDA RAFAELA YBARRA, 41 28026 MADRID",USERA,Energía Reactiva,kvarh,417.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villa de Vallecas,"PASEO  FEDERICO GARCIA LORCA,  12  28031  MADRID",VILLA DE VALLECAS,Energía activa,kWh,14683.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villa de Vallecas,"PASEO  FEDERICO GARCIA LORCA,  12  28031  MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,3999.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde Anexo,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde Anexo,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Villaverde Anexo,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,Madrid Emprende,"CALLE  PRINCIPE DE VERGARA,  140  PLANTA  1ª  28002  MADRID",CHAMARTIN,Energía activa,kWh,5607.0,2022-10-01,,empresa desconocida
Centros administrativos,Madrid Emprende,"CALLE  PRINCIPE DE VERGARA,  140  PLANTA  1ª  28002  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Energía activa,kWh,62503.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Energía Reactiva,kvarh,1649.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Museo de Historia,"CALLE FUENCARRAL, 78 28004 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Energía activa,kWh,25024.0,2022-10-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Energía Reactiva,kvarh,4468.0,2022-10-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros mixtos,Palacio Cibeles,"PLAZA CIBELES, 1 28014 MADRID",RETIRO,Energía activa,kWh,446848.0,2022-10-01,,empresa desconocida
Centros mixtos,Palacio Cibeles,"PLAZA CIBELES, 1 28014 MADRID",RETIRO,Energía Reactiva,kvarh,21823.0,2022-10-01,,empresa desconocida
Centros mixtos,Palacio Cibeles,"PLAZA CIBELES, 1 28014 MADRID",RETIRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 11,"CALLE  MESENA,  146  28033  MADRID",HORTALEZA,Energía activa,kWh,7638.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 11,"CALLE  MESENA,  146  28033  MADRID",HORTALEZA,Energía Reactiva,kvarh,451.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 7,"AVENIDA  HELLIN,  52  28037  MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 7,"AVENIDA  HELLIN,  52  28037  MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 8,"CALLE  PIO FELIPE,  24  28038  MADRID",PUENTE DE VALLECAS,Energía activa,kWh,4928.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 8,"CALLE  PIO FELIPE,  24  28038  MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,292.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Planetario de Madrid,"AVENIDA  PLANETARIO,  16  28045  MADRID",ARGANZUELA,Energía activa,kWh,136372.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Planetario de Madrid,"AVENIDA  PLANETARIO,  16  28045  MADRID",ARGANZUELA,Energía Reactiva,kvarh,133.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Planetario de Madrid,"AVENIDA  PLANETARIO,  16  28045  MADRID",ARGANZUELA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Samur Base 14,"CALLE CASUARINA, 10 28044 MADRID",LATINA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Seguridad y emergencias,Samur Base 14,"CALLE CASUARINA, 10 28044 MADRID",LATINA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía activa,kWh,79007.0,2022-10-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía Reactiva,kvarh,7251.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Silo Biblioteca Huerta de la Salud,"CALLE  MAR DE LAS ANTILLAS,  10  28033  MADRID",HORTALEZA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Otras dependencias,Almacén de la Villa,"CALLE  AHUMAOS,  27  28052  MADRID",VICALVARO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Otras dependencias,Almacén de la Villa,"CALLE  AHUMAOS,  27  28052  MADRID",VICALVARO,Energía Reactiva,kvarh,178.0,2022-11-01,,empresa desconocida
Centros sociales,Apartamentos Tutelados Retiro,"CALLE  JOSE MARTINEZ DE VELASCO,  22  28007  MADRID",RETIRO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros sociales,Apartamentos Tutelados Retiro,"CALLE  JOSE MARTINEZ DE VELASCO,  22  28007  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,15390.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kvarh,113.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía activa,kWh,10205.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía Reactiva,kvarh,516.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Dámaso Alonso,"CALLE  MANUEL FERRERO,  1  28036  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Dámaso Alonso,"CALLE  MANUEL FERRERO,  1  28036  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gabriel García Márquez,"PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID",USERA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gabriel García Márquez,"PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID",USERA,Energía Reactiva,kvarh,4343.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,918.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Huerta de la Salud,"CALLE  MAR DE LAS ANTILLAS,  10  28033  MADRID",HORTALEZA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Huerta de la Salud,"CALLE  MAR DE LAS ANTILLAS,  10  28033  MADRID",HORTALEZA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Iván de Vargas,"CALLE  SAN JUSTO,  5  28005  MADRID",CENTRO,Energía activa,kWh,8914.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Iván de Vargas,"CALLE  SAN JUSTO,  5  28005  MADRID",CENTRO,Energía Reactiva,kvarh,906.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,4904.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,35.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Chata,"CALLE GENERAL RICARDOS, 252 (Antiguo Mercado de Carabanchel) 28025 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Chata,"CALLE GENERAL RICARDOS, 252 (Antiguo Mercado de Carabanchel) 28025 MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,931.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Manuel Vázquez Montalbán,"CALLE  FRANCOS RODRIGUEZ,  67  28039  MADRID",TETUAN,Energía activa,kWh,8504.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Manuel Vázquez Montalbán,"CALLE  FRANCOS RODRIGUEZ,  67  28039  MADRID",TETUAN,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía activa,kWh,10030.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía Reactiva,kvarh,5405.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía activa,kWh,8119.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía Reactiva,kvarh,733.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía activa,kWh,1300.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía Reactiva,kvarh,50.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Agustín Díaz,"PASEO  COMANDANTE FORTEA,  42  28008  MADRID",MONCLOA - ARAVACA,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alberto Sánchez+Biblioteca Portazgo,"CALLE  CANTALAPIEDRA,  11-14  28038  MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Energía activa,kWh,8232.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,623.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Alfredo Kraus,"GLORIETA  PRADERA DE VAQUERIZAS,  9  28035  MADRID ",FUENCARRAL - EL PARDO,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Bib Buena Vista,"AVENIDA  TOREROS,  5  28028  MADRID",SALAMANCA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Bib Buena Vista,"AVENIDA  TOREROS,  5  28028  MADRID",SALAMANCA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Bib Buena Vista,"AVENIDA  TOREROS,  5  28028  MADRID",SALAMANCA,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Bohemios,"CALLE  LOS BOHEMIOS,  1  28041  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Bohemios,"CALLE  LOS BOHEMIOS,  1  28041  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Buero Vallejo y Biblioteca Canillejas,"CALLE  BOLTAÑA,  27  28022  MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Buero Vallejo y Biblioteca Canillejas,"CALLE  BOLTAÑA,  27  28022  MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,507.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Buero Vallejo y Biblioteca Canillejas,"CALLE  BOLTAÑA,  27  28022  MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Energía activa,kWh,12941.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Energía Reactiva,kvarh,5266.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Carril del Conde,"CALLE  CARRIL DEL CONDE,  57  28043  MADRID",HORTALEZA,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Casa del Reloj,"PASEO CHOPERA, 6 (Y 10) 28045 MADRID ",ARGANZUELA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Casa del Reloj,"PASEO CHOPERA, 6 (Y 10) 28045 MADRID ",ARGANZUELA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Eduardo Úrculo & Biblioteca María Zambrano,"PLAZA DONOSO, 5 28029 MADRID",TETUAN,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Eduardo Úrculo & Biblioteca María Zambrano,"PLAZA DONOSO, 5 28029 MADRID",TETUAN,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Eduardo Úrculo & Biblioteca María Zambrano,"PLAZA DONOSO, 5 28029 MADRID",TETUAN,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Energía Reactiva,kvarh,247.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Madroño + Bib. Vicálvaro,"CALLE  VILLARDONDIEGO,  36  28032  MADRID",VICALVARO,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Torito,"AVENIDA MORATALAZ, 130 28030 MADRID",MORATALAZ,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Torito,"AVENIDA MORATALAZ, 130 28030 MADRID",MORATALAZ,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC El Torito,"AVENIDA MORATALAZ, 130 28030 MADRID",MORATALAZ,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Federico Chueca,"CALLE  BENITA ÁVILA,  17  28043  MADRID",HORTALEZA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Federico Chueca,"CALLE  BENITA ÁVILA,  17  28043  MADRID",HORTALEZA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Fernando de los Ríos Y Biblioteca Aluche,"CALLE  CAMARENA,  10  28047  MADRID",LATINA,Energía activa,kWh,14798.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Fernando de los Ríos Y Biblioteca Aluche,"CALLE  CAMARENA,  10  28047  MADRID",LATINA,Energía Reactiva,kvarh,31736.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Hortaleza,"CALLE  SANTA VIRGILIA,  15  28033  MADRID ",HORTALEZA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Hortaleza,"CALLE  SANTA VIRGILIA,  15  28033  MADRID ",HORTALEZA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Hortaleza,"CALLE  SANTA VIRGILIA,  15  28033  MADRID ",HORTALEZA,Gas,m3,2283.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC José Luis López Vázquez,"CALLE  FEBRERO,  4  28022  MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,8721.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC José Luis López Vázquez,"CALLE  FEBRERO,  4  28022  MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,1301.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Julio Cortázar,"CALLE  ANTONIO MACHADO,  20  28035  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Julio Cortázar,"CALLE  ANTONIO MACHADO,  20  28035  MADRID",MONCLOA - ARAVACA,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Elipa y CSS Santa Felicidad,"CALLE  SANTA FELICIDAD,  39  28017  MADRID",CIUDAD LINEAL,Energía activa,kWh,16275.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Elipa y CSS Santa Felicidad,"CALLE  SANTA FELICIDAD,  39  28017  MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Las Californias,"CALLE  LUIS PEIDRO,  2  28007  MADRID",RETIRO,Energía activa,kWh,6896.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Las Californias,"CALLE  LUIS PEIDRO,  2  28007  MADRID",RETIRO,Energía Reactiva,kvarh,1544.0,2022-11-01,,empresa desconocida
Centros culturales y bibliotecas,CC Lavapiés,"CALLE  OLIVAR,  46  28012  MADRID",CENTRO,Energía activa,kWh,0.0,2022-11-01,,empresa desconocida
